voldoende,blok,student,toets_code,toets_naam
1,1,1,1,1
1,1,2,1,1
1,1,3,1,1
1,1,4,1,1
1,1,5,1,1
1,1,6,1,1
1,1,7,1,1
1,1,8,1,1
1,1,9,1,1
1,1,10,1,1
1,1,11,1,1
1,1,12,1,1
1,1,13,1,1
1,1,14,1,1
1,1,15,1,1
1,1,16,1,1
1,1,17,1,1
1,1,18,1,1
1,1,19,1,1
1,1,20,1,1
1,1,21,1,1
1,1,22,1,1
1,1,23,1,1
1,1,24,1,1
1,1,25,1,1
1,1,26,1,1
1,1,27,1,1
1,1,28,1,1
1,1,29,1,1
1,1,30,1,1
1,1,31,1,1
1,1,32,1,1
1,1,33,1,1
1,1,34,1,1
1,1,35,1,1
1,1,36,1,1
1,1,37,1,1
1,1,38,1,1
1,1,39,1,1
1,1,40,1,1
1,1,41,1,1
1,1,42,1,1
1,1,43,1,1
1,1,44,1,1
1,1,45,1,1
1,1,46,1,1
1,1,47,1,1
1,1,48,1,1
1,1,49,1,1
1,1,50,1,1
1,1,51,1,1
1,1,52,1,1
1,1,53,1,1
1,1,54,1,1
1,1,55,1,1
1,1,56,1,1
1,1,57,1,1
1,1,58,1,1
1,1,59,1,1
1,1,60,1,1
1,1,61,1,1
1,1,62,1,1
1,1,63,1,1
1,1,64,1,1
1,1,65,1,1
1,1,66,1,1
1,1,67,1,1
1,1,68,1,1
1,1,69,1,1
1,1,70,1,1
1,1,71,1,1
1,1,72,1,1
1,1,73,1,1
1,1,74,1,1
1,1,75,1,1
1,1,76,1,1
1,1,77,1,1
1,1,78,1,1
1,1,79,1,1
1,1,80,1,1
1,1,81,1,1
1,1,82,1,1
1,1,83,1,1
1,1,84,1,1
1,1,85,1,1
1,1,86,1,1
1,1,87,1,1
1,1,88,1,1
1,1,89,1,1
1,1,90,1,1
1,1,91,1,1
1,1,92,1,1
1,1,93,1,1
1,1,94,1,1
1,1,95,1,1
1,1,96,1,1
1,1,97,1,1
1,1,98,1,1
1,1,99,1,1
1,1,100,1,1
1,1,101,1,1
1,1,102,1,1
1,1,103,1,1
1,1,104,1,1
1,1,105,1,1
1,1,106,1,1
1,1,107,1,1
1,1,108,1,1
1,1,109,1,1
1,1,110,1,1
1,1,111,1,1
1,1,112,1,1
1,1,113,1,1
1,1,114,1,1
1,1,115,1,1
1,1,116,1,1
1,1,117,1,1
1,1,118,1,1
1,1,119,1,1
1,1,120,1,1
1,1,121,1,1
1,1,122,1,1
1,1,123,1,1
1,1,124,1,1
1,1,125,1,1
1,1,126,1,1
1,1,127,1,1
1,1,128,1,1
1,1,129,1,1
1,1,130,1,1
1,1,131,1,1
1,1,132,1,1
1,1,133,1,1
1,1,134,1,1
1,1,135,1,1
1,1,136,1,1
1,1,137,1,1
1,1,138,1,1
1,1,139,1,1
1,1,140,1,1
1,1,141,1,1
1,1,142,1,1
1,1,143,1,1
1,1,144,1,1
1,1,145,1,1
1,1,146,1,1
1,1,147,1,1
1,1,148,1,1
1,1,149,1,1
1,1,150,1,1
1,1,151,1,1
1,1,152,1,1
1,1,153,1,1
1,1,154,1,1
1,1,155,1,1
1,1,156,1,1
1,1,157,1,1
1,1,158,1,1
1,1,159,1,1
1,1,160,1,1
1,2,1,2,2
1,2,2,2,2
1,2,3,2,2
1,2,4,2,2
1,2,5,2,2
1,2,6,2,2
1,2,7,2,2
1,2,8,2,2
1,2,9,2,2
1,2,10,2,2
1,2,11,2,2
1,2,12,2,2
1,2,13,2,2
1,2,14,2,2
1,2,15,2,2
1,2,16,2,2
1,2,17,2,2
1,2,18,2,2
1,2,19,2,2
1,2,20,2,2
1,2,21,2,2
1,2,22,2,2
1,2,23,2,2
1,2,24,2,2
1,2,25,2,2
1,2,26,2,2
1,2,27,2,2
1,2,28,2,2
1,2,29,2,2
1,2,30,2,2
1,2,31,2,2
1,2,32,2,2
1,2,33,2,2
1,2,34,2,2
1,2,35,2,2
1,2,36,2,2
1,2,37,2,2
1,2,38,2,2
1,2,39,2,2
1,2,40,2,2
1,2,41,2,2
1,2,42,2,2
1,2,43,2,2
1,2,44,2,2
1,2,45,2,2
1,2,46,2,2
1,2,47,2,2
1,2,48,2,2
1,2,49,2,2
1,2,50,2,2
1,2,51,2,2
1,2,52,2,2
1,2,53,2,2
1,2,54,2,2
1,2,55,2,2
1,2,56,2,2
1,2,57,2,2
1,2,58,2,2
1,2,59,2,2
1,2,60,2,2
1,2,61,2,2
1,2,62,2,2
1,2,63,2,2
1,2,64,2,2
1,2,65,2,2
1,2,66,2,2
1,2,67,2,2
1,2,68,2,2
1,2,69,2,2
1,2,70,2,2
1,2,71,2,2
1,2,72,2,2
1,2,73,2,2
1,2,74,2,2
1,2,75,2,2
1,2,76,2,2
1,2,77,2,2
1,2,78,2,2
1,2,79,2,2
1,2,80,2,2
1,2,81,2,2
1,2,82,2,2
1,2,83,2,2
1,2,84,2,2
1,2,85,2,2
1,2,86,2,2
1,2,87,2,2
1,2,88,2,2
1,2,89,2,2
1,2,90,2,2
1,2,91,2,2
1,2,92,2,2
1,2,93,2,2
1,2,94,2,2
1,2,95,2,2
1,2,96,2,2
1,2,97,2,2
1,2,98,2,2
1,2,99,2,2
1,2,100,2,2
1,2,101,2,2
1,2,102,2,2
1,2,103,2,2
1,2,104,2,2
1,2,105,2,2
1,2,106,2,2
1,2,107,2,2
1,2,108,2,2
1,2,109,2,2
1,2,110,2,2
1,2,111,2,2
1,2,112,2,2
1,2,113,2,2
1,2,114,2,2
1,2,115,2,2
1,2,116,2,2
1,2,117,2,2
1,2,118,2,2
1,2,119,2,2
1,2,120,2,2
1,2,121,2,2
1,2,122,2,2
1,2,123,2,2
1,2,124,2,2
1,2,125,2,2
1,2,126,2,2
1,2,127,2,2
1,2,128,2,2
1,2,129,2,2
1,2,130,2,2
1,2,131,2,2
1,2,132,2,2
1,2,133,2,2
1,2,134,2,2
1,2,135,2,2
1,2,136,2,2
1,2,137,2,2
1,2,138,2,2
1,2,139,2,2
1,2,140,2,2
1,2,141,2,2
1,2,142,2,2
1,2,143,2,2
1,2,144,2,2
1,2,145,2,2
1,2,146,2,2
1,2,147,2,2
1,2,148,2,2
1,2,149,2,2
1,2,150,2,2
1,2,151,2,2
1,2,152,2,2
1,2,153,2,2
1,2,154,2,2
1,2,155,2,2
1,2,156,2,2
1,2,157,2,2
1,2,158,2,2
1,2,159,2,2
1,2,160,2,2
1,2,1,3,3
1,2,2,3,3
1,2,3,3,3
1,2,4,3,3
1,2,5,3,3
1,2,6,3,3
1,2,7,3,3
1,2,8,3,3
1,2,9,3,3
1,2,10,3,3
1,2,11,3,3
1,2,12,3,3
1,2,13,3,3
1,2,14,3,3
1,2,15,3,3
1,2,16,3,3
1,2,17,3,3
1,2,18,3,3
1,2,19,3,3
1,2,20,3,3
1,2,21,3,3
1,2,22,3,3
1,2,23,3,3
1,2,24,3,3
1,2,25,3,3
1,2,26,3,3
1,2,27,3,3
1,2,28,3,3
1,2,29,3,3
1,2,30,3,3
1,2,31,3,3
1,2,32,3,3
1,2,33,3,3
1,2,34,3,3
1,2,35,3,3
1,2,36,3,3
1,2,37,3,3
1,2,38,3,3
1,2,39,3,3
1,2,40,3,3
1,2,41,3,3
1,2,42,3,3
1,2,43,3,3
1,2,44,3,3
1,2,45,3,3
1,2,46,3,3
1,2,47,3,3
1,2,48,3,3
1,2,49,3,3
1,2,50,3,3
1,2,51,3,3
1,2,52,3,3
1,2,53,3,3
1,2,54,3,3
1,2,55,3,3
1,2,56,3,3
1,2,57,3,3
1,2,58,3,3
1,2,59,3,3
1,2,60,3,3
1,2,61,3,3
1,2,62,3,3
1,2,63,3,3
1,2,64,3,3
1,2,65,3,3
1,2,66,3,3
1,2,67,3,3
1,2,68,3,3
1,2,69,3,3
1,2,70,3,3
1,2,71,3,3
1,2,72,3,3
1,2,73,3,3
1,2,74,3,3
1,2,75,3,3
1,2,76,3,3
1,2,77,3,3
1,2,78,3,3
1,2,79,3,3
1,2,80,3,3
1,2,81,3,3
1,2,82,3,3
1,2,83,3,3
1,2,84,3,3
1,2,85,3,3
1,2,86,3,3
1,2,87,3,3
1,2,88,3,3
1,2,89,3,3
1,2,90,3,3
1,2,91,3,3
1,2,92,3,3
1,2,93,3,3
1,2,94,3,3
1,2,95,3,3
1,2,96,3,3
1,2,97,3,3
1,2,98,3,3
1,2,99,3,3
1,2,100,3,3
1,2,101,3,3
1,2,102,3,3
1,2,103,3,3
1,2,104,3,3
1,2,105,3,3
1,2,106,3,3
1,2,107,3,3
1,2,108,3,3
